raw_phrase,normalized_phrase_conservative,source_stage,source_query_id,source_file,evidence_type,observed_count,seed_total_count,region,device,marketplace_scope,task_family_primary,task_family_secondary,intent_class,fit_class,contamination_flags,capability_state,observed_vs_inferred,lineage_notes,reconciliation_reason
ооо пко м б а финансы,ооо пко м б а финансы,M2R,M2R-A06,docs/seo/wordstat/raw/M2R_A06_FINANSOVAYA_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,1767,64,225,DEVICE_ALL,UNSPECIFIED,F3,,seller_analytics_reports,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ао тбанк финансы зачем звонят,ао тбанк финансы зачем звонят,M2R,M2R-A06,docs/seo/wordstat/raw/M2R_A06_FINANSOVAYA_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,744,64,225,DEVICE_ALL,UNSPECIFIED,F3,,seller_analytics_reports,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
анализируй это фильм,анализируй это фильм,M2R,M2R-A06,docs/seo/wordstat/raw/M2R_A06_FINANSOVAYA_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,6574,64,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ооо пко финэква,ооо пко финэква,M2R,M2R-A06,docs/seo/wordstat/raw/M2R_A06_FINANSOVAYA_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,1362,64,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
финист финансы что это,финист финансы что это,M2R,M2R-A06,docs/seo/wordstat/raw/M2R_A06_FINANSOVAYA_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,941,64,225,DEVICE_ALL,UNSPECIFIED,F3,,seller_analytics_reports,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
про финансы ру,про финансы ру,M2R,M2R-A06,docs/seo/wordstat/raw/M2R_A06_FINANSOVAYA_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,710,64,225,DEVICE_ALL,UNSPECIFIED,F3,,seller_analytics_reports,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
факторный анализ,факторный анализ,M2R,M2R-A06,docs/seo/wordstat/raw/M2R_A06_FINANSOVAYA_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,9002,64,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
oro исследование рынка что это,oro исследование рынка что это,M2R,M2R-A06,docs/seo/wordstat/raw/M2R_A06_FINANSOVAYA_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,940,64,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ооо пко фскп финансы,ооо пко фскп финансы,M2R,M2R-A06,docs/seo/wordstat/raw/M2R_A06_FINANSOVAYA_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,543,64,225,DEVICE_ALL,UNSPECIFIED,F3,,seller_analytics_reports,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ревмопробы какие анализы входят,ревмопробы какие анализы входят,M2R,M2R-A06,docs/seo/wordstat/raw/M2R_A06_FINANSOVAYA_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,414,64,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,BUYER_NAVIGATION;GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
тбанк финансы зачем звонят,тбанк финансы зачем звонят,M2R,M2R-A06,docs/seo/wordstat/raw/M2R_A06_FINANSOVAYA_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,1237,64,225,DEVICE_ALL,UNSPECIFIED,F3,,seller_analytics_reports,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
каулограмма это за анализ,каулограмма это за анализ,M2R,M2R-A06,docs/seo/wordstat/raw/M2R_A06_FINANSOVAYA_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,402,64,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
пко мба финансы что это,пко мба финансы что это,M2R,M2R-A06,docs/seo/wordstat/raw/M2R_A06_FINANSOVAYA_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,1013,64,225,DEVICE_ALL,UNSPECIFIED,F3,,seller_analytics_reports,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
бьюти маркет,бьюти маркет,M2R,M2R-A06,docs/seo/wordstat/raw/M2R_A06_FINANSOVAYA_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,1550,64,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
коагулограмма что входит в этот анализ,коагулограмма что входит в этот анализ,M2R,M2R-A06,docs/seo/wordstat/raw/M2R_A06_FINANSOVAYA_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,210,64,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,BUYER_NAVIGATION;GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
финэкспертиза,финэкспертиза,M2R,M2R-A06,docs/seo/wordstat/raw/M2R_A06_FINANSOVAYA_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,868,64,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
юнит экономика маркетплейсов,юнит экономика маркетплейсов,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,TESTED_SEED,,271,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved tested_seed with independent conservative classification.
юнит экономика для маркетплейсов,юнит экономика для маркетплейсов,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,151,271,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
расчет юнит экономики для маркетплейс,расчет юнит экономики для маркетплейс,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,26,271,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
юнит экономика для маркетплейсов таблица,юнит экономика для маркетплейсов таблица,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,20,271,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
юнит экономика для маркетплейсов калькулятор,юнит экономика для маркетплейсов калькулятор,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,12,271,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
как правильно рассчитать юнит экономику для маркетплейса,как правильно рассчитать юнит экономику для маркетплейса,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,7,271,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
unity asset store,unity asset store,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,3207,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
рбх маркет,рбх маркет,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,1325,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
кех екоммерц что это за компания,кех екоммерц что это за компания,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,1136,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
кех екоммерц что это,кех екоммерц что это,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,4835,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
утэк торгово экономический,утэк торгово экономический,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,2305,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
обложка журнала экономист на 2026,обложка журнала экономист на 2026,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,2207,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
купить скины дота 2 маркет,купить скины дота 2 маркет,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,598,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,BUYER_NAVIGATION;GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
teyes market,teyes market,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,891,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
отс маркет электронная торговая площадка,отс маркет электронная торговая площадка,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,456,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
тбг центр бронирования,тбг центр бронирования,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,648,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
экономический отдел улгу,экономический отдел улгу,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,771,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
маркет плейсы это,маркет плейсы это,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,612,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
dde store что это,dde store что это,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,411,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
market csgo com,market csgo com,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,835,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
журнал экономист 2026 обложка расшифровка,журнал экономист 2026 обложка расшифровка,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,780,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
экономаркет,экономаркет,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,3003,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
бьюти маркет,бьюти маркет,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,1550,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
кех екомерц что это,кех екомерц что это,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,268,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
экономмаркет,экономмаркет,M2R,M2R-A07,docs/seo/wordstat/raw/M2R_A07_UNIT_EKONOMIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,ASSOCIATION,2002,271,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
прибыль на маркетплейсах,прибыль на маркетплейсах,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,TESTED_SEED,,389,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved tested_seed with independent conservative classification.
прибыль на маркетплейсах,прибыль на маркетплейсах,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,DIRECT_RESULT,389,389,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
налог на прибыль маркетплейс,налог на прибыль маркетплейс,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,DIRECT_RESULT,128,389,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,NOISE,ACCOUNTING_TAX_STATUTORY,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
чистая прибыль на маркетплейсе,чистая прибыль на маркетплейсе,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,DIRECT_RESULT,56,389,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
расчет прибыли на маркетплейсе,расчет прибыли на маркетплейсе,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,DIRECT_RESULT,27,389,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
прибыль с товара на маркетплейсе,прибыль с товара на маркетплейсе,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,DIRECT_RESULT,24,389,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
прибыль от продаж на маркетплейсах,прибыль от продаж на маркетплейсах,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,DIRECT_RESULT,22,389,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
учет на маркетплейсах прибыль,учет на маркетплейсах прибыль,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,DIRECT_RESULT,15,389,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
заказ рф электронная торговая площадка,заказ рф электронная торговая площадка,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,ASSOCIATION,4767,389,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
plati market ru,plati market ru,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,ASSOCIATION,2101,389,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
тф2 маркет,тф2 маркет,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,ASSOCIATION,1322,389,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
tf2 market,tf2 market,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,ASSOCIATION,940,389,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
marketplace,marketplace,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,ASSOCIATION,19208,389,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ртс маркет электронная торговая площадка,ртс маркет электронная торговая площадка,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,ASSOCIATION,1098,389,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
маркет плейсы это,маркет плейсы это,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,ASSOCIATION,612,389,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
sale zakazrf ru электронная торговая площадка,sale zakazrf ru электронная торговая площадка,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,ASSOCIATION,411,389,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
бьюти маркет,бьюти маркет,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,ASSOCIATION,1550,389,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
маркет для бизнеса,маркет для бизнеса,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,ASSOCIATION,6087,389,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
block market,block market,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,ASSOCIATION,497,389,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
бабл ти купить,бабл ти купить,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,ASSOCIATION,7765,389,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,BUYER_NAVIGATION;GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
бизнес маркет,бизнес маркет,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,ASSOCIATION,11106,389,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
как торговать на озон,как торговать на озон,M2R,M2R-A08,docs/seo/wordstat/raw/M2R_A08_PRIBYL_NA_MARKETPLEYSAH_RESULT_2026-09-16.md,ASSOCIATION,1951,389,225,DEVICE_ALL,OZON,F10,,broad_or_noise,NOISE,,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
